LTR_retrotransposon2	gypsy	90.65	zs97
LTR_retrotransposon3	gypsy	96.79	zs97
LTR_retrotransposon6	gypsy	92.79	zs97
LTR_retrotransposon9	copia	95.42	zs97
LTR_retrotransposon10	gypsy	99.45	zs97
LTR_retrotransposon14	unclassified	95.09	zs97
LTR_retrotransposon15	copia	98.01	zs97
LTR_retrotransposon20	copia	98.73	zs97
LTR_retrotransposon23	copia	96.50	zs97
LTR_retrotransposon26	gypsy	97.89	zs97
LTR_retrotransposon27	gypsy	96.08	zs97
LTR_retrotransposon34	gypsy	92.27	zs97
LTR_retrotransposon35	unclassified	90.48	zs97
LTR_retrotransposon36	gypsy	99.56	zs97
LTR_retrotransposon41	gypsy	92.95	zs97
LTR_retrotransposon42	gypsy	98.00	zs97
LTR_retrotransposon43	unclassified	97.68	zs97
LTR_retrotransposon46	gypsy	99.60	zs97
LTR_retrotransposon48	unclassified	93.91	zs97
LTR_retrotransposon55	gypsy	97.89	zs97
LTR_retrotransposon56	gypsy	95.00	zs97
LTR_retrotransposon68	unclassified	98.50	zs97
LTR_retrotransposon72	not_working	93.15	zs97
LTR_retrotransposon76	unclassified	92.51	zs97
LTR_retrotransposon77	gypsy	97.37	zs97
LTR_retrotransposon81	copia	98.16	zs97
LTR_retrotransposon86	gypsy	97.72	zs97
LTR_retrotransposon89	copia	92.37	zs97
LTR_retrotransposon91	copia	98.57	zs97
LTR_retrotransposon105	gypsy	98.21	zs97
LTR_retrotransposon107	copia	96.88	zs97
LTR_retrotransposon111	copia	92.20	zs97
LTR_retrotransposon112	gypsy	96.93	zs97
LTR_retrotransposon113	not_working	97.48	zs97
LTR_retrotransposon115	gypsy	96.82	zs97
LTR_retrotransposon120	gypsy	96.19	zs97
LTR_retrotransposon121	unclassified	85.83	zs97
LTR_retrotransposon125	unclassified	89.46	zs97
LTR_retrotransposon128	copia	98.22	zs97
LTR_retrotransposon130	unclassified	91.58	zs97
LTR_retrotransposon132	copia	98.24	zs97
LTR_retrotransposon134	gypsy	97.20	zs97
LTR_retrotransposon135	unclassified	97.10	zs97
LTR_retrotransposon137	gypsy	95.89	zs97
LTR_retrotransposon139	unclassified	94.83	zs97
LTR_retrotransposon141	unclassified	94.50	zs97
LTR_retrotransposon142	unclassified	95.39	zs97
LTR_retrotransposon144	unclassified	96.41	zs97
LTR_retrotransposon147	copia	98.41	zs97
LTR_retrotransposon150	gypsy	95.55	zs97
LTR_retrotransposon152	not_working	85.89	zs97
LTR_retrotransposon154	unclassified	92.21	zs97
LTR_retrotransposon155	gypsy	91.98	zs97
LTR_retrotransposon156	gypsy	98.29	zs97
