LTR_retrotransposon2	gypsy	96.18	mh63
LTR_retrotransposon6	gypsy	98.09	mh63
LTR_retrotransposon7	copia	94.94	mh63
LTR_retrotransposon9	copia	97.82	mh63
LTR_retrotransposon11	copia	99.00	mh63
LTR_retrotransposon16	copia	98.73	mh63
LTR_retrotransposon27	gypsy	92.79	mh63
LTR_retrotransposon28	unclassified	90.48	mh63
LTR_retrotransposon29	unclassified	93.81	mh63
LTR_retrotransposon30	gypsy	100.00	mh63
LTR_retrotransposon33	copia	99.18	mh63
LTR_retrotransposon44	gypsy	97.74	mh63
LTR_retrotransposon45	gypsy	95.00	mh63
LTR_retrotransposon55	copia	96.91	mh63
LTR_retrotransposon61	not_working	93.15	mh63
LTR_retrotransposon65	gypsy	97.00	mh63
LTR_retrotransposon69	not_working	89.53	mh63
LTR_retrotransposon71	not_working	91.87	mh63
LTR_retrotransposon72	copia	94.57	mh63
LTR_retrotransposon73	copia	94.07	mh63
LTR_retrotransposon80	gypsy	98.36	mh63
LTR_retrotransposon81	unclassified	89.56	mh63
LTR_retrotransposon82	unclassified	85.47	mh63
LTR_retrotransposon83	unclassified	95.30	mh63
LTR_retrotransposon84	gypsy	99.10	mh63
LTR_retrotransposon86	not_working	90.64	mh63
LTR_retrotransposon87	gypsy	98.49	mh63
LTR_retrotransposon92	gypsy	98.21	mh63
LTR_retrotransposon94	copia	96.88	mh63
LTR_retrotransposon98	copia	95.88	mh63
LTR_retrotransposon99	copia	92.20	mh63
LTR_retrotransposon100	gypsy	96.93	mh63
LTR_retrotransposon101	not_working	97.48	mh63
LTR_retrotransposon102	gypsy	96.82	mh63
LTR_retrotransposon107	gypsy	96.19	mh63
LTR_retrotransposon108	unclassified	85.83	mh63
LTR_retrotransposon111	not_working	89.46	mh63
LTR_retrotransposon112	gypsy	92.66	mh63
LTR_retrotransposon114	copia	99.77	mh63
LTR_retrotransposon115	unclassified	97.34	mh63
LTR_retrotransposon118	copia	98.42	mh63
LTR_retrotransposon119	copia	99.38	mh63
LTR_retrotransposon121	unclassified	91.58	mh63
LTR_retrotransposon123	copia	98.24	mh63
LTR_retrotransposon125	gypsy	97.99	mh63
LTR_retrotransposon127	gypsy	95.85	mh63
LTR_retrotransposon129	unclassified	94.83	mh63
LTR_retrotransposon131	unclassified	94.50	mh63
LTR_retrotransposon132	unclassified	95.39	mh63
LTR_retrotransposon137	unclassified	92.21	mh63
LTR_retrotransposon138	not_working	95.60	mh63
LTR_retrotransposon139	gypsy	98.29	mh63
LTR_retrotransposon140	copia	94.74	mh63
LTR_retrotransposon144	gypsy	95.92	mh63
LTR_retrotransposon146	copia	94.33	mh63
LTR_retrotransposon147	unclassified	97.56	mh63
LTR_retrotransposon148	unclassified	87.68	mh63
LTR_retrotransposon149	unclassified	98.24	mh63
LTR_retrotransposon150	copia	93.10	mh63
LTR_retrotransposon151	gypsy	92.44	mh63
LTR_retrotransposon152	unclassified	93.86	mh63
LTR_retrotransposon153	copia	96.19	mh63
LTR_retrotransposon154	unclassified	95.90	mh63
LTR_retrotransposon155	gypsy	95.76	mh63
LTR_retrotransposon157	gypsy	91.18	mh63
LTR_retrotransposon159	unclassified	97.62	mh63
LTR_retrotransposon160	unclassified	97.99	mh63
LTR_retrotransposon161	gypsy	95.00	mh63
LTR_retrotransposon166	copia	92.63	mh63
LTR_retrotransposon167	copia	97.12	mh63
LTR_retrotransposon169	unclassified	94.13	mh63
LTR_retrotransposon174	copia	97.50	mh63
LTR_retrotransposon175	gypsy	94.12	mh63
LTR_retrotransposon178	unclassified	98.80	mh63
LTR_retrotransposon179	unclassified	97.60	mh63
LTR_retrotransposon180	not_working	95.51	mh63
LTR_retrotransposon181	gypsy	96.89	mh63
LTR_retrotransposon182	gypsy	93.39	mh63
LTR_retrotransposon184	copia	94.12	mh63
LTR_retrotransposon185	unclassified	91.32	mh63
LTR_retrotransposon187	unclassified	95.38	mh63
LTR_retrotransposon190	copia	89.80	mh63
LTR_retrotransposon192	unclassified	86.64	mh63
LTR_retrotransposon196	unclassified	95.68	mh63
LTR_retrotransposon197	gypsy	94.55	mh63
LTR_retrotransposon199	copia	87.86	mh63
LTR_retrotransposon200	unclassified	96.33	mh63
LTR_retrotransposon202	unclassified	87.34	mh63
LTR_retrotransposon203	unclassified	95.88	mh63
LTR_retrotransposon205	copia	89.73	mh63
LTR_retrotransposon207	unclassified	97.30	mh63
LTR_retrotransposon208	gypsy	99.30	mh63
LTR_retrotransposon209	gypsy	97.99	mh63
LTR_retrotransposon210	copia	96.23	mh63
LTR_retrotransposon214	gypsy	97.09	mh63
LTR_retrotransposon217	unclassified	97.49	mh63
LTR_retrotransposon219	not_working	93.27	mh63
LTR_retrotransposon220	unclassified	99.49	mh63
LTR_retrotransposon222	gypsy	92.43	mh63
LTR_retrotransposon224	gypsy	90.79	mh63
LTR_retrotransposon226	gypsy	92.19	mh63
LTR_retrotransposon227	gypsy	96.70	mh63
LTR_retrotransposon228	unclassified	94.44	mh63
LTR_retrotransposon229	copia	100.00	mh63
LTR_retrotransposon234	unclassified	93.90	mh63
LTR_retrotransposon235	unclassified	94.49	mh63
LTR_retrotransposon236	unclassified	94.98	mh63
LTR_retrotransposon237	gypsy	98.81	mh63
LTR_retrotransposon238	gypsy	96.68	mh63
LTR_retrotransposon239	unclassified	97.46	mh63
LTR_retrotransposon241	copia	95.98	mh63
LTR_retrotransposon242	unclassified	96.59	mh63
LTR_retrotransposon243	unclassified	99.00	mh63
LTR_retrotransposon244	unclassified	95.41	mh63
LTR_retrotransposon245	unclassified	91.13	mh63
LTR_retrotransposon248	gypsy	96.19	mh63
LTR_retrotransposon250	unclassified	94.57	mh63
LTR_retrotransposon251	unclassified	96.26	mh63
LTR_retrotransposon252	gypsy	99.10	mh63
LTR_retrotransposon253	gypsy	98.00	mh63
LTR_retrotransposon255	gypsy	89.86	mh63
LTR_retrotransposon256	unclassified	87.63	mh63
LTR_retrotransposon259	unclassified	93.30	mh63
LTR_retrotransposon260	unclassified	89.10	mh63
LTR_retrotransposon261	unclassified	98.60	mh63
LTR_retrotransposon263	gypsy	99.33	mh63
LTR_retrotransposon264	unclassified	98.60	mh63
LTR_retrotransposon266	gypsy	97.56	mh63
LTR_retrotransposon267	unclassified	98.45	mh63
LTR_retrotransposon270	gypsy	89.66	mh63
LTR_retrotransposon271	gypsy	97.89	mh63
LTR_retrotransposon272	copia	93.85	mh63
LTR_retrotransposon273	copia	92.94	mh63
LTR_retrotransposon274	gypsy	94.73	mh63
LTR_retrotransposon275	copia	90.16	mh63
LTR_retrotransposon277	unclassified	94.63	mh63
LTR_retrotransposon279	unclassified	100.00	mh63
LTR_retrotransposon280	unclassified	97.41	mh63
LTR_retrotransposon281	unclassified	98.10	mh63
LTR_retrotransposon282	unclassified	97.55	mh63
LTR_retrotransposon283	unclassified	97.37	mh63
LTR_retrotransposon285	gypsy	92.61	mh63
LTR_retrotransposon286	unclassified	93.55	mh63
LTR_retrotransposon288	gypsy	95.80	mh63
LTR_retrotransposon289	unclassified	97.24	mh63
LTR_retrotransposon290	gypsy	99.54	mh63
LTR_retrotransposon291	copia	96.29	mh63
LTR_retrotransposon292	gypsy	93.79	mh63
LTR_retrotransposon293	unclassified	93.84	mh63
LTR_retrotransposon294	gypsy	97.49	mh63
LTR_retrotransposon296	gypsy	96.70	mh63
LTR_retrotransposon297	unclassified	94.90	mh63
LTR_retrotransposon298	gypsy	93.53	mh63
LTR_retrotransposon299	copia	94.06	mh63
LTR_retrotransposon300	unclassified	87.50	mh63
LTR_retrotransposon301	gypsy	99.30	mh63
LTR_retrotransposon302	gypsy	98.26	mh63
LTR_retrotransposon303	unclassified	93.13	mh63
LTR_retrotransposon304	gypsy	95.71	mh63
LTR_retrotransposon305	gypsy	97.80	mh63
LTR_retrotransposon306	gypsy	93.68	mh63
LTR_retrotransposon308	unclassified	98.17	mh63
LTR_retrotransposon311	gypsy	97.74	mh63
LTR_retrotransposon312	unclassified	89.86	mh63
LTR_retrotransposon314	copia	95.40	mh63
LTR_retrotransposon316	copia	98.68	mh63
LTR_retrotransposon317	unclassified	91.53	mh63
LTR_retrotransposon322	copia	99.45	mh63
LTR_retrotransposon324	unclassified	91.67	mh63
LTR_retrotransposon326	unclassified	94.29	mh63
LTR_retrotransposon327	copia	93.54	mh63
LTR_retrotransposon328	copia	97.12	mh63
LTR_retrotransposon330	unclassified	95.10	mh63
LTR_retrotransposon331	gypsy	92.34	mh63
LTR_retrotransposon333	gypsy	96.38	mh63
LTR_retrotransposon334	unclassified	99.10	mh63
LTR_retrotransposon335	unclassified	92.13	mh63
LTR_retrotransposon336	copia	93.83	mh63
LTR_retrotransposon338	unclassified	92.75	mh63
LTR_retrotransposon341	unclassified	96.82	mh63
LTR_retrotransposon343	unclassified	96.88	mh63
LTR_retrotransposon346	gypsy	90.11	mh63
LTR_retrotransposon347	gypsy	98.44	mh63
LTR_retrotransposon348	unclassified	98.50	mh63
LTR_retrotransposon349	unclassified	98.39	mh63
LTR_retrotransposon350	gypsy	99.77	mh63
LTR_retrotransposon352	gypsy	95.66	mh63
LTR_retrotransposon356	unclassified	92.26	mh63
LTR_retrotransposon358	gypsy	95.95	mh63
LTR_retrotransposon360	unclassified	96.63	mh63
LTR_retrotransposon362	unclassified	96.60	mh63
LTR_retrotransposon365	gypsy	98.60	mh63
LTR_retrotransposon366	gypsy	94.57	mh63
LTR_retrotransposon370	gypsy	97.95	mh63
LTR_retrotransposon371	copia	95.95	mh63
LTR_retrotransposon372	unclassified	97.59	mh63
LTR_retrotransposon374	copia	99.76	mh63
LTR_retrotransposon378	unclassified	90.64	mh63
LTR_retrotransposon382	gypsy	98.40	mh63
LTR_retrotransposon383	gypsy	94.70	mh63
LTR_retrotransposon384	unclassified	99.55	mh63
LTR_retrotransposon385	gypsy	96.63	mh63
LTR_retrotransposon387	unclassified	95.48	mh63
LTR_retrotransposon389	unclassified	92.77	mh63
LTR_retrotransposon390	not_working	92.96	mh63
LTR_retrotransposon391	copia	96.66	mh63
LTR_retrotransposon395	gypsy	98.42	mh63
LTR_retrotransposon397	gypsy	98.65	mh63
LTR_retrotransposon398	unclassified	98.59	mh63
LTR_retrotransposon404	gypsy	93.24	mh63
LTR_retrotransposon410	unclassified	100.00	mh63
LTR_retrotransposon411	unclassified	85.94	mh63
LTR_retrotransposon417	unclassified	96.26	mh63
LTR_retrotransposon418	unclassified	91.63	mh63
LTR_retrotransposon419	unclassified	95.45	mh63
LTR_retrotransposon421	gypsy	99.61	mh63
LTR_retrotransposon422	copia	88.52	mh63
LTR_retrotransposon424	unclassified	86.99	mh63
LTR_retrotransposon426	copia	93.88	mh63
LTR_retrotransposon428	gypsy	94.51	mh63
LTR_retrotransposon432	copia	94.38	mh63
LTR_retrotransposon435	unclassified	98.90	mh63
LTR_retrotransposon436	unclassified	91.35	mh63
LTR_retrotransposon437	unclassified	98.49	mh63
LTR_retrotransposon439	gypsy	93.94	mh63
LTR_retrotransposon442	not_working	92.76	mh63
LTR_retrotransposon444	copia	100.00	mh63
LTR_retrotransposon445	not_working	89.52	mh63
LTR_retrotransposon446	gypsy	98.50	mh63
LTR_retrotransposon447	gypsy	96.37	mh63
LTR_retrotransposon448	gypsy	96.61	mh63
LTR_retrotransposon449	unclassified	97.53	mh63
LTR_retrotransposon458	gypsy	99.10	mh63
LTR_retrotransposon459	gypsy	97.80	mh63
LTR_retrotransposon460	gypsy	98.19	mh63
LTR_retrotransposon461	gypsy	98.08	mh63
LTR_retrotransposon462	unclassified	99.50	mh63
LTR_retrotransposon464	unclassified	95.60	mh63
LTR_retrotransposon467	copia	99.55	mh63
LTR_retrotransposon475	unclassified	89.06	mh63
LTR_retrotransposon476	unclassified	94.33	mh63
LTR_retrotransposon477	copia	96.30	mh63
LTR_retrotransposon482	unclassified	98.60	mh63
LTR_retrotransposon483	unclassified	98.70	mh63
LTR_retrotransposon484	unclassified	88.10	mh63
LTR_retrotransposon487	unclassified	88.74	mh63
LTR_retrotransposon492	unclassified	96.70	mh63
LTR_retrotransposon495	gypsy	85.25	mh63
