LTR_retrotransposon2	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon3	GAG_AP	-	unclassified
LTR_retrotransposon4	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon7	GAG_GAGCOAT_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon10	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon11	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon14	GAG_GAGCOAT_AP_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon15	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon20	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon23	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon25	GAG_AP_INT_RT_RNaseH_ENV	+	copia
LTR_retrotransposon28	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon29	GAG_AP_RT_RNaseH_INT	-	gypsy
LTR_retrotransposon36	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon37	GAG_GAGCOAT_AP_RT_RNaseH	-	unclassified
LTR_retrotransposon38	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon41	GAG_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon46	GAG	-	unclassified
LTR_retrotransposon50	GAG_GAGCOAT_AP_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon53	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon55	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon58	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon61	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon63		confused	not_working
LTR_retrotransposon71		confused	not_working
LTR_retrotransposon72	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon73	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon74	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon78	RT_RNaseH	confused	unclassified
LTR_retrotransposon79	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon82	GAG_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon85	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon89	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon98		confused	not_working
LTR_retrotransposon100	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon104	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
