LTR_retrotransposon2	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon3	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon6	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon9	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon10	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon14	GAG_GAGCOAT_AP_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon15	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon20	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon23	GAG_AP_INT_RT_RNaseH_ENV	+	copia
LTR_retrotransposon26	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon27	GAG_AP_RT_RNaseH_INT	-	gypsy
LTR_retrotransposon34	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon35	GAG_GAGCOAT_AP_RT_RNaseH	-	unclassified
LTR_retrotransposon36	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon41	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon42	GAG_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon43	GAG_GAGCOAT_AP_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon46	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon48	GAG	-	unclassified
LTR_retrotransposon55	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon56	GAG_AP_RT_RNaseH_galadriel_INT	+	gypsy
LTR_retrotransposon68	GAG	-	unclassified
LTR_retrotransposon72		confused	not_working
LTR_retrotransposon76	RT_RNaseH	confused	unclassified
LTR_retrotransposon77	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon81	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon86	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon89	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon91	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon105	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon107	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon111	GAG_GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon112	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon113		confused	not_working
LTR_retrotransposon115	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon120	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon121	GAG	-	unclassified
LTR_retrotransposon125	GAG	+	unclassified
LTR_retrotransposon128	GAG_AP_INT_RT_RNaseH_ENV	-	copia
LTR_retrotransposon130	GAG_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon132	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon134	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon135	GAG	+	unclassified
LTR_retrotransposon137	RT_GAG_AP_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon139	GAG	-	unclassified
LTR_retrotransposon141	RT_RNaseH	+	unclassified
LTR_retrotransposon142	GAG_AP_RT_RNaseH_INT	confused	unclassified
LTR_retrotransposon144	GAG_GAGCOAT	-	unclassified
LTR_retrotransposon147	GAG_GAGCOAT_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon150	GAG_AP_RT_RNaseH_galadriel_INT	-	gypsy
LTR_retrotransposon152		confused	not_working
LTR_retrotransposon154	GAG_AP_INT_RNaseH_ENV	-	unclassified
