LTR_retrotransposon2	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon6	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon7	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon9	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon11	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon16	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon27	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon28	GAG_GAGCOAT_AP_RT_RNaseH	-	unclassified
LTR_retrotransposon29	GAG	-	unclassified
LTR_retrotransposon30	GAG_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon33	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon44	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon45	GAG_AP_RT_RNaseH_galadriel_INT	+	gypsy
LTR_retrotransposon55	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon61		confused	not_working
LTR_retrotransposon65	GAG_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon69		confused	not_working
LTR_retrotransposon71		confused	not_working
LTR_retrotransposon72	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon73	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon80	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon81	GAG_GAGCOAT	-	unclassified
LTR_retrotransposon82	GAG_GAGCOAT	+	unclassified
LTR_retrotransposon83	GAGCOAT_GAG	-	unclassified
LTR_retrotransposon84	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon86		confused	not_working
LTR_retrotransposon87	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon92	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon94	GAG_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon98	GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon99	GAG_GAG_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon100	GAG_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon101		confused	not_working
LTR_retrotransposon102	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon107	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel	-	gypsy
LTR_retrotransposon108	GAG	-	unclassified
LTR_retrotransposon111		confused	not_working
LTR_retrotransposon112	GAG_AP_RT_RNaseH_INT_galadriel	+	gypsy
LTR_retrotransposon114	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon115	GAG	-	unclassified
LTR_retrotransposon118	GAG_AP_INT_RT_RNaseH_ENV	-	copia
LTR_retrotransposon119	GAG_GAGCOAT_AP_INT_RT_RNaseH	+	copia
LTR_retrotransposon121	GAG_RT_RNaseH_galadriel_galadriel_CHR	+	unclassified
LTR_retrotransposon123	GAG_GAGCOAT_AP_INT_RT_RNaseH	-	copia
LTR_retrotransposon125	GAG_GAGCOAT_AP_RT_RNaseH_INT_galadriel_CHR	+	gypsy
LTR_retrotransposon127	GAG_AP_RT_RNaseH_INT_galadriel_CHR	-	gypsy
LTR_retrotransposon129	GAG	-	unclassified
LTR_retrotransposon131	RT_RNaseH	+	unclassified
LTR_retrotransposon132	GAG_AP_RT_RNaseH_INT	confused	unclassified
