LTR_retrotransposon2	gypsy	92.02	r498
LTR_retrotransposon3	unclassified	99.49	r498
LTR_retrotransposon4	gypsy	98.70	r498
LTR_retrotransposon7	copia	96.46	r498
LTR_retrotransposon10	copia	95.42	r498
LTR_retrotransposon11	gypsy	98.41	r498
LTR_retrotransposon14	unclassified	95.09	r498
LTR_retrotransposon15	copia	98.01	r498
LTR_retrotransposon20	copia	98.73	r498
LTR_retrotransposon23	gypsy	94.94	r498
LTR_retrotransposon25	copia	96.50	r498
LTR_retrotransposon28	gypsy	97.99	r498
LTR_retrotransposon29	gypsy	95.86	r498
LTR_retrotransposon36	gypsy	92.31	r498
LTR_retrotransposon37	unclassified	90.48	r498
LTR_retrotransposon38	gypsy	99.67	r498
LTR_retrotransposon41	gypsy	100.00	r498
LTR_retrotransposon46	unclassified	93.91	r498
LTR_retrotransposon50	unclassified	98.44	r498
LTR_retrotransposon53	gypsy	93.31	r498
LTR_retrotransposon55	gypsy	97.83	r498
LTR_retrotransposon58	gypsy	97.35	r498
LTR_retrotransposon61	copia	98.24	r498
LTR_retrotransposon63	not_working	98.25	r498
LTR_retrotransposon71	not_working	92.62	r498
LTR_retrotransposon72	copia	97.32	r498
LTR_retrotransposon73	gypsy	99.20	r498
LTR_retrotransposon74	gypsy	97.54	r498
LTR_retrotransposon78	unclassified	92.51	r498
LTR_retrotransposon79	gypsy	97.37	r498
LTR_retrotransposon82	gypsy	97.00	r498
LTR_retrotransposon85	gypsy	97.21	r498
LTR_retrotransposon89	copia	91.03	r498
LTR_retrotransposon98	not_working	92.72	r498
LTR_retrotransposon100	gypsy	98.39	r498
LTR_retrotransposon104	gypsy	99.20	r498
LTR_retrotransposon106	unclassified	98.26	r498
LTR_retrotransposon107	gypsy	98.21	r498
LTR_retrotransposon114	copia	92.20	r498
LTR_retrotransposon115	gypsy	96.93	r498
LTR_retrotransposon116	not_working	97.37	r498
LTR_retrotransposon117	gypsy	98.50	r498
LTR_retrotransposon118	gypsy	96.82	r498
LTR_retrotransposon123	gypsy	96.19	r498
LTR_retrotransposon125	unclassified	85.83	r498
LTR_retrotransposon128	not_working	89.46	r498
LTR_retrotransposon129	gypsy	92.66	r498
LTR_retrotransposon132	copia	99.77	r498
LTR_retrotransposon133	unclassified	95.54	r498
LTR_retrotransposon134	gypsy	98.70	r498
LTR_retrotransposon135	unclassified	97.34	r498
LTR_retrotransposon138	copia	98.42	r498
LTR_retrotransposon139	copia	99.38	r498
LTR_retrotransposon141	unclassified	91.58	r498
LTR_retrotransposon143	copia	98.24	r498
LTR_retrotransposon146	gypsy	98.09	r498
LTR_retrotransposon147	gypsy	95.85	r498
LTR_retrotransposon149	unclassified	94.83	r498
LTR_retrotransposon151	unclassified	94.50	r498
LTR_retrotransposon152	unclassified	95.39	r498
LTR_retrotransposon155	unclassified	96.41	r498
LTR_retrotransposon158	copia	98.41	r498
LTR_retrotransposon161	gypsy	95.55	r498
LTR_retrotransposon163	unclassified	89.42	r498
LTR_retrotransposon167	unclassified	92.21	r498
LTR_retrotransposon168	not_working	95.60	r498
LTR_retrotransposon169	gypsy	98.29	r498
LTR_retrotransposon170	copia	94.74	r498
LTR_retrotransposon174	gypsy	95.92	r498
LTR_retrotransposon176	copia	94.33	r498
LTR_retrotransposon177	unclassified	97.56	r498
LTR_retrotransposon178	unclassified	87.68	r498
LTR_retrotransposon179	unclassified	98.24	r498
LTR_retrotransposon182	gypsy	96.94	r498
LTR_retrotransposon183	copia	93.10	r498
LTR_retrotransposon184	gypsy	92.44	r498
LTR_retrotransposon185	unclassified	93.86	r498
LTR_retrotransposon186	copia	96.19	r498
LTR_retrotransposon187	unclassified	95.90	r498
LTR_retrotransposon188	gypsy	95.66	r498
LTR_retrotransposon190	gypsy	91.18	r498
LTR_retrotransposon192	unclassified	97.40	r498
LTR_retrotransposon193	unclassified	97.99	r498
LTR_retrotransposon194	gypsy	95.00	r498
LTR_retrotransposon199	copia	92.63	r498
LTR_retrotransposon200	copia	97.12	r498
LTR_retrotransposon202	unclassified	94.13	r498
LTR_retrotransposon207	copia	97.50	r498
LTR_retrotransposon208	gypsy	94.12	r498
LTR_retrotransposon211	unclassified	98.80	r498
LTR_retrotransposon212	unclassified	97.60	r498
LTR_retrotransposon213	not_working	95.51	r498
LTR_retrotransposon214	gypsy	96.89	r498
LTR_retrotransposon215	gypsy	93.39	r498
LTR_retrotransposon217	copia	94.12	r498
LTR_retrotransposon218	unclassified	91.32	r498
